name,season,GP,TOI,G,A,P,SH,SH%,FOW,FOL,PPTOI,PPG,PPA,PPP,PPSH,positions,avg_round,avg_pick,pct_drafted
Paul Stastny,20132014,71,1305.56,25,35,60,151,16.56,655,555,172.78,4.0,11.0,15.0,15.0,C,17.4,167.4,5%
Paul Stastny,20142015,74,1303.91,16,30,46,143,11.19,671,487,176.3,7.0,7.0,14.0,25.0,C,17.4,167.4,5%
Paul Stastny,20152016,64,1224.74,10,39,49,103,9.71,684,536,157.89999999999998,2.0,11.0,13.0,13.0,C,17.4,167.4,5%
Pavel Datsyuk,20132014,45,909.5,17,20,37,126,13.49,446,389,138.46,6.0,5.0,11.0,27.0,C,23.4,182.0,0
Pavel Datsyuk,20142015,63,1200.64,26,39,65,165,15.76,601,521,181.48999999999998,8.0,15.0,23.0,38.0,C,23.4,182.0,0
Pavel Datsyuk,20152016,66,1295.72,16,33,49,181,8.84,599,517,187.76999999999998,7.0,10.0,17.0,40.0,C,23.4,182.0,0
Peter Harrold,20132014,33,613.39,0,4,4,32,0.0,0,0,41.94,0.0,0.0,0.0,4.0,D,23.4,182.0,0
Peter Harrold,20142015,43,653.27,3,2,5,31,9.68,0,0,14.73,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Peter Holland,20132014,43,490.43,6,5,11,43,13.95,182,213,13.45,1.0,0.0,1.0,2.0,C,23.4,182.0,0
Peter Holland,20142015,62,899.74,11,14,25,93,11.83,312,373,78.81,1.0,2.0,3.0,5.0,C,23.4,182.0,0
Peter Holland,20152016,65,951.12,9,18,27,138,6.52,216,249,161.42000000000002,5.0,6.0,11.0,29.0,C,23.4,182.0,0
Peter Regin,20132014,61,697.73,4,7,11,69,5.8,176,220,33.37,0.0,1.0,1.0,5.0,C,23.4,182.0,0
Petter Granberg,20142015,7,78.74,0,0,0,1,0.0,0,0,0.1,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Petter Granberg,20152016,27,370.44,0,2,2,12,0.0,0,0,1.15,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Petteri Lindbohm,20142015,23,357.27,2,1,3,32,6.25,0,0,0.93,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Petteri Lindbohm,20152016,10,137.86,0,0,0,9,0.0,0,0,1.6,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Phil Kessel,20132014,82,1678.8,37,43,80,305,12.13,2,12,249.32000000000002,8.0,11.0,19.0,70.0,R,3.9,35.0,100%
Phil Kessel,20142015,82,1531.36,25,36,61,280,8.93,2,3,286.1,6.0,16.0,22.0,64.0,R,3.9,35.0,100%
Phil Kessel,20152016,82,1497.9,26,33,59,274,9.49,2,3,267.3,4.0,12.0,16.0,62.0,R,3.9,35.0,100%
Philip Larsen,20132014,30,513.96,3,9,12,47,6.38,0,0,73.23,1.0,4.0,5.0,16.0,D,23.4,182.0,0
Philip Samuelsson,20132014,5,77.88,0,0,0,5,0.0,0,0,0.22,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Philip Samuelsson,20142015,4,67.53,0,0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Philip Samuelsson,20152016,4,63.53,0,0,0,5,0.0,0,0,0.5,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Philip Varone,20132014,9,102.64,1,1,2,15,6.67,26,30,2.6,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Philip Varone,20142015,28,376.02,3,2,5,28,10.71,147,179,25.76,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Phillip Danault,20152016,51,650.02,4,6,10,72,5.56,247,272,13.309999999999999,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Phillip Di Giuseppe,20152016,41,584.63,7,10,17,68,10.29,7,13,33.25,0.0,0.0,0.0,5.0,L,23.4,182.0,0
Pierre-Alex Parenteau,20142015,56,836.18,8,14,22,97,8.25,10,16,126.51,2.0,1.0,3.0,11.0,R,23.4,182.0,0
Pierre-Alex Parenteau,20152016,77,1248.44,20,21,41,168,11.9,4,14,217.94,6.0,3.0,9.0,37.0,R,23.4,182.0,0
Pierre-Cedric Labrie,20132014,13,89.02,0,0,0,2,0.0,2,0,1.27,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Pierre-Edouard Bellemare,20142015,81,1036.98,6,6,12,113,5.31,360,401,19.17,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Pierre-Edouard Bellemare,20152016,74,1002.61,7,7,14,102,6.86,272,307,16.07,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Pierre-Marc Bouchard,20132014,28,389.9,4,5,9,51,7.84,3,2,45.79,1.0,0.0,1.0,9.0,C,23.4,182.0,0
Quinton Howden,20132014,16,219.56,4,2,6,23,17.39,2,6,3.1,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Quinton Howden,20152016,58,601.49,6,5,11,54,11.11,3,3,16.6,0.0,0.0,0.0,0.0,C,23.4,182.0,0
R J  Umberger,20142015,67,925.34,9,6,15,96,9.38,9,13,97.3,2.0,0.0,2.0,8.0,C,23.4,182.0,0
R J  Umberger,20152016,39,396.12,2,9,11,48,4.17,2,3,22.3,1.0,1.0,2.0,3.0,C,23.4,182.0,0
Radek Dvorak,20132014,60,637.95,4,5,9,52,7.69,6,6,14.31,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Radek Faksa,20152016,45,556.58,5,7,12,67,7.46,197,204,9.34,0.0,1.0,1.0,0.0,C,23.4,182.0,0
Radek Martinek,20132014,13,200.43,0,3,3,12,0.0,0,0,1.46,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Radim Vrbata,20132014,80,1432.49,20,31,51,263,7.6,17,26,218.99,8.0,11.0,19.0,62.0,R,23.4,182.0,0
Radim Vrbata,20142015,79,1306.66,31,32,63,267,11.61,5,4,220.51,9.0,11.0,20.0,72.0,R,23.4,182.0,0
Radim Vrbata,20152016,63,1007.4,13,14,27,199,6.53,4,10,172.81,4.0,4.0,8.0,51.0,R,23.4,182.0,0
Radko Gudas,20132014,73,1392.8,3,19,22,114,2.63,0,0,69.94,1.0,3.0,4.0,6.0,D,15.6,172.3,9%
Radko Gudas,20142015,31,524.72,2,3,5,63,3.17,0,0,6.319999999999999,0.0,0.0,0.0,0.0,D,15.6,172.3,9%
Radko Gudas,20152016,76,1501.01,5,9,14,150,3.33,0,0,25.46,0.0,0.0,0.0,2.0,D,15.6,172.3,9%
Raphael Diaz,20132014,63,1132.85,2,13,15,68,2.94,0,1,112.36,0.0,4.0,4.0,13.0,D,23.4,182.0,0
Raphael Diaz,20142015,56,672.53,2,2,4,52,3.85,0,0,56.96,1.0,0.0,1.0,12.0,D,23.4,182.0,0
Rasmus Rissanen,20142015,6,89.89,0,0,0,3,0.0,0,0,0.83,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Rasmus Ristolainen,20132014,34,648.71,2,2,4,52,3.85,0,1,61.22,0.0,0.0,0.0,13.0,D,10.5,99.9,100%
Rasmus Ristolainen,20142015,78,1605.31,8,12,20,121,6.61,1,0,159.04000000000002,4.0,5.0,9.0,23.0,D,10.5,99.9,100%
Rasmus Ristolainen,20152016,82,2057.08,9,32,41,202,4.46,0,0,249.85999999999999,4.0,17.0,21.0,61.0,D,10.5,99.9,100%
Ray Whitney,20132014,69,959.9,9,23,32,124,7.26,1,1,200.72,3.0,12.0,15.0,40.0,L,23.4,182.0,0
Reid Boucher,20132014,23,261.11,2,5,7,27,7.41,1,2,22.97,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Reid Boucher,20142015,11,122.54,1,0,1,20,5.0,0,0,1.03,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Reid Boucher,20152016,39,554.89,8,11,19,74,10.81,1,2,75.53,2.0,4.0,6.0,21.0,C,23.4,182.0,0
Reilly Smith,20132014,82,1204.26,20,31,51,146,13.7,0,2,139.39,6.0,8.0,14.0,23.0,R,14.8,167.0,26%
Reilly Smith,20142015,81,1246.17,13,27,40,143,9.09,2,6,146.01,1.0,10.0,11.0,16.0,R,14.8,167.0,26%
Reilly Smith,20152016,82,1522.29,25,25,50,173,14.45,0,2,206.35999999999999,5.0,5.0,10.0,23.0,R,14.8,167.0,26%
Rene Bourque,20132014,63,892.9,9,7,16,118,7.63,4,4,87.66,3.0,1.0,4.0,11.0,L,23.4,182.0,0
Rene Bourque,20142015,51,641.1,6,8,14,85,7.06,4,6,48.17,2.0,1.0,3.0,5.0,L,23.4,182.0,0
Rene Bourque,20152016,49,510.63,3,5,8,77,3.9,3,6,16.68,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Rich Clune,20132014,58,490.15,3,4,7,29,10.34,0,0,5.87,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Rich Clune,20152016,19,154.65,0,4,4,10,0.0,0,0,3.83,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Rich Peverley,20132014,62,951.15,7,23,30,122,5.74,348,231,129.70000000000002,0.0,3.0,3.0,20.0,C,23.4,182.0,0
Richard Panik,20132014,50,634.16,3,10,13,56,5.36,3,5,71.68,0.0,4.0,4.0,9.0,R,23.4,182.0,0
Richard Panik,20142015,76,881.31,11,6,17,87,12.64,2,5,65.86,2.0,0.0,2.0,7.0,R,23.4,182.0,0
Richard Panik,20152016,30,324.77,6,2,8,39,15.38,1,1,13.21,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Rick Nash,20132014,65,1103.93,26,13,39,258,10.08,2,0,164.35000000000002,4.0,3.0,7.0,43.0,L,10.9,106.9,100%
Rick Nash,20142015,79,1376.09,42,27,69,304,13.82,2,2,209.6,6.0,6.0,12.0,46.0,L,10.9,106.9,100%
Rick Nash,20152016,60,1012.62,15,21,36,184,8.15,0,1,128.57,2.0,2.0,4.0,26.0,L,10.9,106.9,100%
Rickard Rakell,20132014,18,210.83,0,4,4,22,0.0,95,99,7.33,0.0,0.0,0.0,0.0,C,17.6,171.6,3%
Rickard Rakell,20142015,71,890.53,9,22,31,105,8.57,310,355,97.77,2.0,7.0,9.0,13.0,C,17.6,171.6,3%
Rickard Rakell,20152016,72,1153.72,20,23,43,170,11.76,197,254,162.7,3.0,6.0,9.0,26.0,C,17.6,171.6,3%
Riley Nash,20132014,73,923.67,10,14,24,86,11.63,306,360,65.58,1.0,2.0,3.0,9.0,C,23.4,182.0,0
Riley Nash,20142015,68,1108.53,8,17,25,94,8.51,488,470,115.75,1.0,5.0,6.0,13.0,C,23.4,182.0,0
Riley Nash,20152016,64,827.82,9,13,22,76,11.84,193,197,67.49,2.0,4.0,6.0,11.0,C,23.4,182.0,0
Riley Sheahan,20132014,42,607.16,9,15,24,59,15.25,251,261,90.78999999999999,2.0,3.0,5.0,11.0,C,23.4,182.0,0
Riley Sheahan,20142015,79,1232.12,13,23,36,123,10.57,484,486,191.30999999999997,4.0,6.0,10.0,23.0,C,23.4,182.0,0
Riley Sheahan,20152016,81,1232.5,14,11,25,128,10.94,358,424,106.03,3.0,1.0,4.0,12.0,C,23.4,182.0,0
Rinat Valiev,20152016,10,122.29,0,0,0,7,0.0,0,0,0.15,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Rj Umberger,20132014,74,1193.1,18,16,34,136,13.24,25,15,163.78,8.0,4.0,12.0,27.0,C,23.4,182.0,0
Rob Klinkhammer,20132014,72,818.35,11,9,20,103,10.68,1,5,10.25,1.0,0.0,1.0,1.0,C,23.4,182.0,0
Rob Klinkhammer,20142015,69,773.38,5,4,9,64,7.81,10,27,9.67,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Rob Klinkhammer,20152016,14,131.83,1,0,1,10,10.0,1,0,1.61,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Rob Scuderi,20132014,53,999.79,0,4,4,28,0.0,0,0,10.02,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Rob Scuderi,20142015,82,1558.51,1,9,10,52,1.92,0,0,12.57,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Rob Scuderi,20152016,63,994.14,0,10,10,35,0.0,0,1,6.34,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Robby Fabbri,20152016,72,956.69,18,19,37,114,15.79,6,9,113.47,2.0,6.0,8.0,9.0,"C,L",17.4,168.4,81%
Robert Bortuzzo,20132014,54,835.39,0,10,10,50,0.0,0,1,5.3,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Robert Bortuzzo,20142015,51,769.57,3,5,8,56,5.36,1,0,11.07,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Robert Bortuzzo,20152016,40,531.33,2,1,3,47,4.26,0,0,3.6,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Robyn Regehr,20132014,79,1494.19,3,11,14,73,4.11,0,0,15.58,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Robyn Regehr,20142015,67,1357.62,3,10,13,63,4.76,0,0,22.64,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Rocco Grimaldi,20142015,7,88.26,1,0,1,18,5.56,6,8,3.77,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Rocco Grimaldi,20152016,20,236.92,3,2,5,29,10.34,47,61,12.31,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Roman Josi,20132014,72,1893.21,13,27,40,168,7.74,0,0,225.22,2.0,10.0,12.0,35.0,D,6.2,57.4,100%
Roman Josi,20142015,81,2128.79,15,40,55,201,7.46,0,1,259.41,3.0,9.0,12.0,37.0,D,6.2,57.4,100%
Roman Josi,20152016,81,2053.11,14,47,61,198,7.07,0,0,256.5,5.0,17.0,22.0,48.0,D,6.2,57.4,100%
Roman Polak,20132014,72,1247.76,4,9,13,83,4.82,0,0,9.37,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Roman Polak,20142015,56,1177.92,5,4,9,61,8.2,1,0,15.71,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Roman Polak,20152016,79,1509.91,1,15,16,91,1.1,1,0,12.57,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Ron Hainsey,20132014,82,1754.31,4,11,15,72,5.56,0,0,67.63,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Ron Hainsey,20142015,81,1703.51,2,8,10,83,2.41,1,0,40.01,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Ron Hainsey,20152016,81,1795.64,5,14,19,131,3.82,0,0,38.3,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Ronalds Kenins,20142015,30,368.06,4,8,12,38,10.53,0,0,7.07,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Ronalds Kenins,20152016,8,91.29,0,0,0,6,0.0,1,2,0.2,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Rostislav Klesla,20132014,25,387.6,1,3,4,22,4.55,0,0,2.57,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Rostislav Olesz,20132014,10,114.19,0,2,2,9,0.0,1,2,5.83,0.0,1.0,1.0,0.0,C,23.4,182.0,0
Ryan Callahan,20132014,65,1207.84,17,19,36,163,10.43,13,19,149.41,7.0,4.0,11.0,29.0,R,23.4,182.0,0
Ryan Callahan,20142015,77,1359.77,24,30,54,191,12.57,15,16,231.95999999999998,10.0,6.0,16.0,36.0,R,23.4,182.0,0
Ryan Callahan,20152016,73,1249.83,10,18,28,156,6.41,21,15,170.13,2.0,2.0,4.0,17.0,R,23.4,182.0,0
Ryan Carter,20132014,62,702.23,7,3,10,69,10.14,16,20,6.55,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Ryan Carter,20142015,53,533.06,3,10,13,47,6.38,29,41,9.7,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Ryan Carter,20152016,60,666.45,7,5,12,62,11.29,21,18,11.76,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Ryan Dzingel,20152016,30,322.2,3,6,9,23,13.04,2,2,3.89,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Ryan Ellis,20132014,80,1282.82,6,21,27,123,4.88,0,0,152.2,0.0,6.0,6.0,29.0,D,14.3,165.7,22%
Ryan Ellis,20142015,58,1099.05,9,18,27,118,7.63,0,0,129.93,2.0,4.0,6.0,35.0,D,14.3,165.7,22%
Ryan Ellis,20152016,79,1646.44,10,22,32,152,6.58,0,0,185.13,3.0,4.0,7.0,39.0,D,14.3,165.7,22%
Ryan Garbutt,20132014,75,983.88,17,15,32,165,10.3,4,6,23.37,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Ryan Garbutt,20142015,67,907.83,8,17,25,143,5.59,16,9,17.9,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Ryan Garbutt,20152016,80,865.27,7,7,14,135,5.19,1,7,13.36,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Ryan Getzlaf,20132014,77,1629.61,31,56,87,204,15.2,692,719,271.01,5.0,17.0,22.0,52.0,C,6.3,59.8,100%
Ryan Getzlaf,20142015,77,1542.98,25,45,70,191,13.09,631,617,227.53,3.0,9.0,12.0,43.0,C,6.3,59.8,100%
Ryan Getzlaf,20152016,77,1499.66,13,50,63,178,7.3,602,617,217.07,5.0,15.0,20.0,38.0,C,6.3,59.8,100%
Ryan Hamilton,20142015,16,211.01,1,1,2,12,8.33,1,3,19.209999999999997,1.0,0.0,1.0,1.0,L,23.4,182.0,0
Ryan Johansen,20132014,82,1446.25,33,30,63,232,14.22,691,617,216.3,6.0,12.0,18.0,49.0,C,7.8,75.2,100%
Ryan Johansen,20142015,82,1594.38,26,45,71,202,12.87,851,787,234.95,7.0,17.0,24.0,48.0,C,7.8,75.2,100%
Ryan Johansen,20152016,80,1400.84,14,46,60,185,7.57,652,594,226.92,4.0,17.0,21.0,51.0,C,7.8,75.2,100%
Ryan Jones,20132014,52,511.19,2,4,6,59,3.39,2,4,32.49,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Ryan Kesler,20132014,77,1677.82,25,18,43,239,10.46,740,666,266.37,8.0,6.0,14.0,77.0,C,13.1,131.9,100%
Ryan Kesler,20142015,81,1580.02,20,27,47,205,9.76,937,727,202.94,4.0,6.0,10.0,56.0,C,13.1,131.9,100%
Ryan Kesler,20152016,79,1542.37,21,32,53,165,12.73,980,695,164.66,5.0,9.0,14.0,31.0,C,13.1,131.9,100%
Ryan Malone,20132014,57,669.11,5,10,15,95,5.26,2,5,69.88,0.0,3.0,3.0,15.0,L,23.4,182.0,0
Ryan Malone,20142015,6,60.44,0,0,0,6,0.0,1,0,14.32,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Ryan Mcdonagh,20132014,77,1892.12,14,29,43,177,7.91,0,0,218.97,2.0,9.0,11.0,39.0,D,23.4,182.0,0
Ryan Mcdonagh,20142015,71,1636.86,8,25,33,148,5.41,0,0,173.74,2.0,9.0,11.0,38.0,D,23.4,182.0,0
Ryan Mcdonagh,20152016,73,1626.91,9,25,34,113,7.96,1,0,146.4,2.0,6.0,8.0,24.0,D,23.4,182.0,0
Ryan Murphy,20132014,48,873.72,2,10,12,81,2.47,0,0,123.24000000000001,1.0,2.0,3.0,15.0,D,23.4,182.0,0
Ryan Murphy,20142015,37,676.23,4,9,13,61,6.56,0,0,80.31,3.0,2.0,5.0,12.0,D,23.4,182.0,0
Ryan Murphy,20152016,35,602.62,0,10,10,47,0.0,0,0,67.82000000000001,0.0,1.0,1.0,11.0,D,23.4,182.0,0
Ryan Murray,20132014,66,1309.3,4,17,21,61,6.56,0,0,139.32,3.0,4.0,7.0,19.0,D,14.4,168.3,2%
Ryan Murray,20142015,12,227.19,1,2,3,8,12.5,0,0,9.3,1.0,0.0,1.0,1.0,D,14.4,168.3,2%
Ryan Murray,20152016,82,1863.57,4,21,25,90,4.44,0,0,219.07,1.0,10.0,11.0,30.0,D,14.4,168.3,2%
Ryan Nugent-Hopkins,20132014,80,1630.23,19,37,56,178,10.67,543,737,235.56,5.0,13.0,18.0,39.0,C,16.1,166.6,9%
Ryan Nugent-Hopkins,20142015,76,1567.48,24,32,56,189,12.7,620,736,205.95,2.0,12.0,14.0,30.0,C,16.1,166.6,9%
Ryan Nugent-Hopkins,20152016,55,1046.85,12,22,34,109,11.01,369,454,144.95,4.0,7.0,11.0,21.0,C,16.1,166.6,9%
Ryan O'Reilly,20132014,80,1578.58,28,36,64,201,13.93,192,179,212.87,7.0,13.0,20.0,47.0,"C,L",9.5,91.4,100%
Ryan O'Reilly,20142015,82,1613.3,17,38,55,171,9.94,713,621,216.70999999999998,2.0,10.0,12.0,23.0,"C,L",9.5,91.4,100%
Ryan O'Reilly,20152016,71,1542.0,21,39,60,157,13.38,1024,788,226.33,8.0,13.0,21.0,43.0,"C,L",9.5,91.4,100%
Ryan Pulock,20152016,15,235.13,2,2,4,15,13.33,0,0,19.68,0.0,0.0,0.0,0.0,D,18.8,164.0,47%
Ryan Reaves,20132014,63,535.34,2,6,8,25,8.0,6,2,4.2,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Ryan Reaves,20142015,81,688.94,6,6,12,55,10.91,0,0,5.89,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Ryan Reaves,20152016,64,513.81,3,1,4,31,9.68,1,1,7.81,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Ryan Smyth,20132014,72,1107.23,10,13,23,129,7.75,91,91,182.64,4.0,2.0,6.0,22.0,L,23.4,182.0,0
Ryan Spooner,20132014,23,294.54,0,11,11,42,0.0,59,86,42.91,0.0,6.0,6.0,6.0,C,14.6,169.3,6%
Ryan Spooner,20142015,29,421.26,8,10,18,73,10.96,100,120,77.11,3.0,2.0,5.0,22.0,C,14.6,169.3,6%
Ryan Spooner,20152016,80,1205.9,13,36,49,162,8.02,304,407,210.91,5.0,11.0,16.0,42.0,C,14.6,169.3,6%
Ryan Stanton,20132014,64,938.61,1,15,16,65,1.54,1,0,13.06,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Ryan Stanton,20142015,54,862.36,3,8,11,59,5.08,0,0,8.41,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Ryan Strome,20132014,37,558.48,7,11,18,89,7.87,165,209,84.14999999999999,4.0,2.0,6.0,14.0,C,23.4,182.0,0
Ryan Strome,20142015,81,1243.78,17,33,50,179,9.5,149,169,169.29000000000002,1.0,5.0,6.0,23.0,C,23.4,182.0,0
Ryan Strome,20152016,71,1107.15,8,20,28,132,6.06,39,56,113.81,1.0,3.0,4.0,12.0,C,23.4,182.0,0
Ryan Suter,20132014,82,2400.85,8,35,43,150,5.33,1,0,307.31,3.0,14.0,17.0,39.0,D,11.0,105.1,100%
Ryan Suter,20142015,77,2219.88,2,36,38,150,1.33,0,0,291.91,1.0,10.0,11.0,40.0,D,11.0,105.1,100%
Ryan Suter,20152016,82,2334.15,8,43,51,188,4.26,0,0,295.26,2.0,18.0,20.0,42.0,D,11.0,105.1,100%
Ryan White,20132014,52,503.51,2,3,5,51,3.92,197,191,6.91,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Ryan White,20142015,34,396.96,6,6,12,45,13.33,65,58,24.89,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Ryan White,20152016,73,916.54,11,5,16,89,12.36,184,167,82.1,3.0,0.0,3.0,7.0,C,23.4,182.0,0
Ryan Whitney,20132014,7,117.83,0,0,0,8,0.0,0,0,15.76,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Ryan Wilson,20132014,28,408.27,0,6,6,23,0.0,0,1,7.12,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Ryane Clowe,20132014,43,693.07,7,19,26,74,9.46,1,2,103.03,3.0,5.0,8.0,12.0,L,23.4,182.0,0
Ryane Clowe,20142015,13,202.86,1,3,4,15,6.67,0,1,36.96,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Saku Koivu,20132014,65,977.8,11,18,29,81,13.58,538,529,55.05,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Sam Bennett,20152016,77,1162.08,18,18,36,136,13.24,160,187,154.41,3.0,5.0,8.0,24.0,C,16.2,166.0,3%
Sam Carrick,20142015,16,103.75,1,1,2,17,5.88,38,53,,,,,,C,23.4,182.0,0
Sam Gagner,20132014,67,1227.73,10,27,37,143,6.99,451,512,171.1,1.0,5.0,6.0,20.0,C,23.4,182.0,0
Sam Gagner,20142015,81,1393.6,15,26,41,183,8.2,361,410,184.38,5.0,5.0,10.0,31.0,C,23.4,182.0,0
Sam Gagner,20152016,53,734.54,8,8,16,87,9.2,34,63,110.95,2.0,1.0,3.0,15.0,C,23.4,182.0,0
Sam Reinhart,20142015,9,93.27,0,1,1,3,0.0,21,65,1.1,0.0,0.0,0.0,0.0,"C,R",15.7,165.2,44%
Sam Reinhart,20152016,79,1323.45,23,19,42,165,13.94,36,72,225.9,8.0,2.0,10.0,34.0,"C,R",15.7,165.2,44%
Sami Salo,20132014,71,1286.66,4,13,17,81,4.94,0,0,142.57,0.0,6.0,6.0,16.0,D,23.4,182.0,0
Sami Vatanen,20132014,48,835.56,6,15,21,73,8.22,0,0,119.61999999999999,2.0,5.0,7.0,20.0,D,11.9,114.9,100%
Sami Vatanen,20142015,67,1432.87,12,25,37,122,9.84,1,1,202.93,7.0,10.0,17.0,47.0,D,11.9,114.9,100%
Sami Vatanen,20152016,71,1508.25,9,29,38,140,6.43,0,0,203.21,4.0,14.0,18.0,45.0,D,11.9,114.9,100%
Scott Gomez,20132014,46,604.01,2,10,12,56,3.57,239,276,72.23,0.0,2.0,2.0,7.0,C,23.4,182.0,0
Scott Gomez,20142015,58,955.25,7,27,34,70,10.0,367,421,114.9,0.0,14.0,14.0,5.0,C,23.4,182.0,0
Scott Gomez,20152016,34,384.67,1,8,9,20,5.0,125,152,58.07,0.0,4.0,4.0,1.0,C,23.4,182.0,0
Scott Hannan,20132014,56,993.96,3,9,12,52,5.77,0,0,16.68,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Scott Hannan,20142015,58,945.75,2,5,7,53,3.77,0,0,9.14,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Scott Harrington,20142015,10,157.98,0,0,0,9,0.0,0,0,4.22,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Scott Harrington,20152016,15,196.44,0,1,1,9,0.0,0,0,2.06,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Scott Hartnell,20132014,78,1307.77,20,32,52,207,9.66,4,14,254.32,9.0,10.0,19.0,51.0,L,18.4,171.7,29%
Scott Hartnell,20142015,77,1327.59,28,32,60,204,13.73,7,7,205.82999999999998,8.0,8.0,16.0,37.0,L,18.4,171.7,29%
Scott Hartnell,20152016,79,1223.35,23,26,49,150,15.33,0,3,189.98,9.0,2.0,11.0,26.0,L,18.4,171.7,29%
Scott Kosmachuk,20152016,8,92.29,0,3,3,9,0.0,0,0,4.63,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Scott Laughton,20142015,31,394.25,2,4,6,51,3.92,134,149,12.92,0.0,1.0,1.0,1.0,L,23.4,182.0,0
Scott Laughton,20152016,71,739.48,7,14,21,85,8.24,170,218,9.17,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Scott Mayfield,20132014,5,85.82,0,0,0,7,0.0,0,0,0.38,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Scott Mayfield,20152016,6,100.2,1,0,1,4,25.0,0,0,1.87,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Scott Wilson,20152016,24,256.48,5,1,6,39,12.82,0,0,23.05,0.0,0.0,0.0,3.0,C,23.4,182.0,0
Scottie Upshall,20132014,76,1208.56,15,22,37,161,9.32,32,39,132.38,1.0,5.0,6.0,22.0,R,23.4,182.0,0
Scottie Upshall,20142015,63,797.22,8,7,15,93,8.6,34,31,35.21,0.0,1.0,1.0,3.0,R,23.4,182.0,0
Scottie Upshall,20152016,70,765.73,6,8,14,113,5.31,12,22,7.8,0.0,0.0,0.0,0.0,R,23.4,182.0,0
