name,season,GP,TOI,G,A,P,SH,SH%,FOW,FOL,PPTOI,PPG,PPA,PPP,PPSH,positions,avg_round,avg_pick,pct_drafted
Sean Bergenheim,20132014,62,1022.4,16,13,29,190,8.42,2,2,144.84,3.0,1.0,4.0,26.0,L,23.4,182.0,0
Sean Bergenheim,20142015,56,734.67,9,10,19,108,8.33,2,4,32.76,0.0,2.0,2.0,5.0,L,23.4,182.0,0
Sean Collins,20142015,8,82.68,0,2,2,4,0.0,2,3,2.21,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Sean Couturier,20132014,82,1562.51,13,26,39,165,7.88,646,707,122.57000000000001,0.0,3.0,3.0,14.0,C,23.4,182.0,0
Sean Couturier,20142015,82,1503.87,15,22,37,148,10.14,643,687,139.66,1.0,5.0,6.0,14.0,C,23.4,182.0,0
Sean Couturier,20152016,63,1170.27,11,28,39,119,9.24,537,568,132.04999999999998,1.0,5.0,6.0,20.0,C,23.4,182.0,0
Sean Monahan,20132014,75,1196.38,22,12,34,140,15.71,476,560,161.17000000000002,3.0,4.0,7.0,20.0,C,6.3,59.6,100%
Sean Monahan,20142015,81,1588.04,31,31,62,191,16.23,902,928,232.35999999999999,9.0,7.0,16.0,38.0,C,6.3,59.6,100%
Sean Monahan,20152016,81,1551.05,27,36,63,197,13.71,887,852,259.32,7.0,13.0,20.0,43.0,C,6.3,59.6,100%
Sergei Gonchar,20132014,76,1339.18,2,20,22,89,2.25,0,0,199.42000000000002,1.0,12.0,13.0,25.0,D,23.4,182.0,0
Sergei Gonchar,20142015,48,848.27,1,13,14,46,2.17,1,0,103.34,0.0,4.0,4.0,17.0,D,23.4,182.0,0
Sergei Plotnikov,20152016,45,444.7,0,3,3,41,0.0,1,1,12.35,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Sergey Kalinin,20152016,78,1037.56,8,7,15,70,11.43,134,188,111.42,3.0,0.0,3.0,8.0,C,23.4,182.0,0
Seth Griffith,20142015,30,403.86,6,4,10,33,18.18,3,6,55.78,1.0,2.0,3.0,5.0,C,23.4,182.0,0
Seth Helgeson,20142015,22,296.21,0,2,2,11,0.0,0,0,1.23,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Seth Helgeson,20152016,19,265.22,0,1,1,9,0.0,0,0,1.11,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Seth Jones,20132014,77,1508.04,6,19,25,100,6.0,0,0,158.35999999999999,2.0,7.0,9.0,17.0,D,13.0,126.1,100%
Seth Jones,20142015,82,1628.91,8,19,27,123,6.5,0,0,192.82000000000002,2.0,9.0,11.0,27.0,D,13.0,126.1,100%
Seth Jones,20152016,81,1781.66,3,28,31,157,1.91,0,0,210.91,1.0,11.0,12.0,22.0,D,13.0,126.1,100%
Shane Doan,20132014,69,1300.33,23,24,47,167,13.77,6,6,187.63,10.0,9.0,19.0,31.0,R,14.5,164.2,12%
Shane Doan,20142015,79,1482.57,14,22,36,189,7.41,3,8,202.28,5.0,5.0,10.0,37.0,R,14.5,164.2,12%
Shane Doan,20152016,72,1257.14,28,19,47,171,16.37,74,69,218.48,12.0,4.0,16.0,50.0,R,14.5,164.2,12%
Shane O'Brien,20132014,45,507.87,0,3,3,16,0.0,0,0,3.84,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Shane O'Brien,20142015,9,121.34,0,1,1,4,0.0,0,0,2.15,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Shane Prince,20152016,62,694.5,6,11,17,88,6.82,4,1,17.42,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Shawn Horcoff,20132014,77,993.31,8,13,21,70,11.43,209,208,103.26,4.0,0.0,4.0,11.0,C,23.4,182.0,0
Shawn Horcoff,20142015,76,988.14,11,18,29,82,13.41,237,235,130.14,4.0,1.0,5.0,11.0,C,23.4,182.0,0
Shawn Horcoff,20152016,59,783.45,6,9,15,73,8.22,320,306,22.13,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Shawn Matthias,20132014,77,1002.93,12,11,23,127,9.45,183,250,34.72,0.0,0.0,0.0,7.0,C,23.4,182.0,0
Shawn Matthias,20142015,78,1021.3,18,9,27,132,13.64,84,103,19.85,1.0,0.0,1.0,1.0,C,23.4,182.0,0
Shawn Matthias,20152016,71,958.39,12,16,28,101,11.88,9,14,43.67,0.0,0.0,0.0,6.0,C,23.4,182.0,0
Shawn Thornton,20132014,64,563.23,5,3,8,93,5.38,3,6,10.86,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Shawn Thornton,20142015,46,440.96,1,4,5,53,1.89,3,9,8.87,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Shawn Thornton,20152016,50,434.56,1,4,5,58,1.72,6,7,10.54,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Shayne Gostisbehere,20152016,64,1278.16,17,29,46,152,11.18,1,0,244.23,6.0,12.0,18.0,61.0,D,5.8,53.7,100%
Shea Theodore,20152016,19,362.15,3,5,8,28,10.71,0,0,51.87,2.0,1.0,3.0,13.0,D,23.4,182.0,0
Shea Weber,20132014,79,2117.11,23,33,56,195,11.79,0,0,248.67000000000002,12.0,14.0,26.0,51.0,D,6.4,58.4,100%
Shea Weber,20142015,78,2044.7,15,30,45,237,6.33,0,0,250.08,4.0,10.0,14.0,67.0,D,6.4,58.4,100%
Shea Weber,20152016,78,1966.9,20,31,51,189,10.58,0,0,249.31,13.0,11.0,24.0,52.0,D,6.4,58.4,100%
Sheldon Brookbank,20132014,48,618.05,2,5,7,43,4.65,0,0,3.05,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Sidney Crosby,20132014,80,1754.7,36,68,104,259,13.9,991,896,337.9,11.0,25.0,36.0,72.0,C,1.2,3.3,100%
Sidney Crosby,20142015,77,1534.16,28,56,84,237,11.81,797,800,275.07,9.0,21.0,30.0,53.0,C,1.2,3.3,100%
Sidney Crosby,20152016,80,1635.78,36,49,85,248,14.52,986,921,278.62,9.0,12.0,21.0,59.0,C,1.2,3.3,100%
Simon Despres,20132014,34,569.25,0,5,5,41,0.0,0,0,30.45,0.0,1.0,1.0,4.0,D,23.4,182.0,0
Simon Despres,20142015,75,1263.29,3,20,23,103,2.91,0,1,39.21,0.0,1.0,1.0,4.0,D,23.4,182.0,0
Simon Despres,20152016,32,627.9,0,4,4,32,0.0,0,0,12.42,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Simon Gagne,20142015,23,259.99,3,1,4,27,11.11,1,8,5.79,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Simon Moser,20132014,6,60.78,1,1,2,7,14.29,0,0,0.9,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Slater Koekkoek,20152016,9,92.8,0,1,1,11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Slava Voynov,20132014,82,1824.61,4,30,34,143,2.8,1,0,246.26,1.0,12.0,13.0,37.0,D,23.4,182.0,0
Slava Voynov,20142015,6,139.17,0,2,2,5,0.0,0,0,17.85,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Stanislav Galiev,20152016,24,218.99,0,3,3,30,0.0,0,0,19.09,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Stefan Elliott,20142015,5,69.07,0,0,0,10,0.0,0,0,8.17,0.0,0.0,0.0,4.0,D,23.4,182.0,0
Stefan Elliott,20152016,21,297.07,2,4,6,37,5.41,0,0,25.09,0.0,0.0,0.0,5.0,D,23.4,182.0,0
Stefan Matteau,20142015,7,83.12,1,0,1,8,12.5,0,0,,,,,,C,23.4,182.0,0
Stefan Matteau,20152016,32,328.13,1,1,2,27,3.7,0,0,16.61,0.0,0.0,0.0,5.0,C,23.4,182.0,0
Stephane Da Costa,20132014,12,124.67,3,1,4,20,15.0,32,47,8.62,1.0,0.0,1.0,2.0,C,23.4,182.0,0
Stephane Robidas,20132014,38,764.46,5,5,10,56,8.93,0,0,34.650000000000006,1.0,0.0,1.0,6.0,D,23.4,182.0,0
Stephane Robidas,20142015,52,885.11,1,6,7,34,2.94,0,0,12.71,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Stephane Veilleux,20132014,34,286.62,3,0,3,26,11.54,1,1,0.69,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Stephane Veilleux,20142015,12,92.3,1,1,2,9,11.11,0,1,1.59,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Stephen Gionta,20132014,66,821.9,4,7,11,89,4.49,238,343,5.15,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Stephen Gionta,20142015,61,804.45,5,9,14,84,5.95,159,235,15.6,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Stephen Gionta,20152016,82,1000.17,1,10,11,62,1.61,291,399,27.68,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Stephen Johns,20152016,14,249.18,1,2,3,13,7.69,0,0,9.22,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Stephen Weiss,20132014,26,384.19,2,2,4,28,7.14,184,173,42.27,0.0,0.0,0.0,3.0,C,23.4,182.0,0
Stephen Weiss,20142015,52,587.52,9,16,25,52,17.31,10,11,111.97,3.0,6.0,9.0,12.0,C,23.4,182.0,0
Steve Bernier,20132014,78,970.61,3,9,12,104,2.88,6,12,80.78999999999999,0.0,1.0,1.0,8.0,R,23.4,182.0,0
Steve Bernier,20142015,67,866.33,16,16,32,107,14.95,1,1,91.14,4.0,4.0,8.0,15.0,R,23.4,182.0,0
Steve Bernier,20152016,24,268.63,1,5,6,27,3.7,0,0,9.38,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Steve Downie,20132014,62,873.75,4,20,24,88,4.55,4,3,122.88,3.0,3.0,6.0,15.0,R,23.4,182.0,0
Steve Downie,20142015,72,893.24,14,14,28,104,13.46,4,4,113.98,3.0,2.0,5.0,8.0,R,23.4,182.0,0
Steve Downie,20152016,26,234.31,3,3,6,22,13.64,2,2,11.61,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Steve Oleksy,20132014,33,503.57,2,8,10,27,7.41,0,0,1.67,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Steve Ott,20132014,82,1493.05,9,14,23,127,7.09,494,422,158.91000000000003,5.0,2.0,7.0,19.0,C,23.4,182.0,0
Steve Ott,20142015,78,906.08,3,9,12,49,6.12,160,124,23.04,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Steve Ott,20152016,21,228.76,0,2,2,21,0.0,39,31,2.08,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Steven Kampfer,20142015,25,429.9,2,2,4,28,7.14,0,0,12.51,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Steven Kampfer,20152016,47,709.46,0,4,4,54,0.0,1,1,14.77,0.0,1.0,1.0,0.0,D,23.4,182.0,0
Steven Pinizzotto,20142015,18,142.69,2,2,4,15,13.33,0,0,1.15,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Steven Stamkos,20132014,37,747.35,25,15,40,124,20.16,260,269,137.87,8.0,4.0,12.0,43.0,C,1.2,7.7,100%
Steven Stamkos,20142015,82,1581.26,43,29,72,268,16.04,469,474,284.09,11.0,12.0,23.0,70.0,C,1.2,7.7,100%
Steven Stamkos,20152016,77,1511.59,36,28,64,216,16.67,463,464,258.45,12.0,9.0,21.0,69.0,C,1.2,7.7,100%
Stuart Percy,20142015,9,162.52,0,3,3,13,0.0,0,0,14.34,0.0,2.0,2.0,2.0,D,23.4,182.0,0
Sven Andrighetto,20142015,12,112.98,2,1,3,12,16.67,3,12,19.11,0.0,0.0,0.0,3.0,R,23.4,182.0,0
Sven Andrighetto,20152016,44,620.56,7,10,17,74,9.46,3,4,66.4,1.0,1.0,2.0,8.0,R,23.4,182.0,0
Sven Baertschi,20132014,26,366.87,2,9,11,30,6.67,0,0,32.63,1.0,3.0,4.0,3.0,L,23.4,182.0,0
Sven Baertschi,20142015,18,174.26,2,4,6,15,13.33,0,0,5.84,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Sven Baertschi,20152016,69,926.86,15,13,28,108,13.89,0,1,121.42,2.0,5.0,7.0,23.0,L,23.4,182.0,0
T J  Oshie,20132014,79,1496.58,21,39,60,152,13.82,28,38,214.97,4.0,10.0,14.0,35.0,C,23.4,182.0,0
T J  Oshie,20142015,72,1354.19,19,36,55,162,11.73,3,10,172.67999999999998,3.0,10.0,13.0,21.0,C,23.4,182.0,0
T J  Oshie,20152016,80,1514.05,26,25,51,185,14.05,138,124,235.93,11.0,6.0,17.0,40.0,C,23.4,182.0,0
Tanner Glass,20132014,67,787.55,4,9,13,56,7.14,9,10,6.69,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Tanner Glass,20142015,66,676.97,1,5,6,53,1.89,7,14,6.15,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Tanner Glass,20152016,57,585.05,4,3,7,49,8.16,6,14,9.14,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Tanner Kero,20152016,17,208.89,1,2,3,26,3.85,55,68,3.44,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Tanner Pearson,20132014,25,269.98,3,4,7,31,9.68,1,1,18.3,1.0,0.0,1.0,4.0,L,23.4,182.0,0
Tanner Pearson,20142015,42,557.74,12,4,16,68,17.65,5,3,68.82,1.0,0.0,1.0,7.0,L,23.4,182.0,0
Tanner Pearson,20152016,79,1140.07,15,21,36,137,10.95,8,17,83.53,1.0,2.0,3.0,13.0,L,23.4,182.0,0
Taylor Beck,20132014,7,89.88,0,0,0,9,0.0,0,0,7.35,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Taylor Beck,20142015,62,738.12,8,8,16,78,10.26,5,5,50.53,2.0,0.0,2.0,4.0,L,23.4,182.0,0
Taylor Chorney,20142015,7,85.13,0,0,0,4,0.0,0,0,7.0,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Taylor Chorney,20152016,55,724.03,1,5,6,28,3.57,0,0,1.81,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Taylor Fedun,20142015,7,118.94,0,4,4,12,0.0,0,0,12.52,0.0,2.0,2.0,3.0,D,23.4,182.0,0
Taylor Hall,20132014,75,1491.91,27,53,80,250,10.8,37,44,226.78,7.0,10.0,17.0,56.0,L,5.3,47.0,100%
Taylor Hall,20142015,53,1015.16,14,24,38,158,8.86,45,53,132.4,3.0,3.0,6.0,40.0,L,5.3,47.0,100%
Taylor Hall,20152016,82,1567.17,26,39,65,286,9.09,14,25,231.5,4.0,8.0,12.0,46.0,L,5.3,47.0,100%
Taylor Pyatt,20132014,56,648.18,4,1,5,51,7.84,7,6,32.72,1.0,0.0,1.0,2.0,L,23.4,182.0,0
Teddy Purcell,20132014,81,1324.87,12,30,42,157,7.64,4,12,238.20000000000002,3.0,13.0,16.0,26.0,R,23.4,182.0,0
Teddy Purcell,20142015,82,1403.81,12,22,34,146,8.22,4,3,189.5,5.0,7.0,12.0,21.0,R,23.4,182.0,0
Teddy Purcell,20152016,76,1273.82,14,29,43,149,9.4,2,4,195.79999999999998,2.0,7.0,9.0,25.0,R,23.4,182.0,0
Teemu Pulkkinen,20142015,31,354.85,5,3,8,67,7.46,0,0,75.83,1.0,1.0,2.0,21.0,L,23.4,182.0,0
Teemu Pulkkinen,20152016,36,416.53,6,6,12,65,9.23,0,1,66.42999999999999,0.0,2.0,2.0,18.0,L,23.4,182.0,0
Teemu Selanne,20132014,64,899.83,9,18,27,111,8.11,46,60,160.56,4.0,4.0,8.0,39.0,R,23.4,182.0,0
Teuvo Teravainen,20142015,34,434.53,4,5,9,66,6.06,29,33,28.97,0.0,1.0,1.0,3.0,"L,R",16.7,168.9,15%
Teuvo Teravainen,20152016,78,1195.33,13,22,35,136,9.56,125,184,146.01999999999998,2.0,7.0,9.0,19.0,"L,R",16.7,168.9,15%
Thomas Hickey,20132014,82,1542.78,4,18,22,96,4.17,0,0,29.58,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Thomas Hickey,20142015,81,1527.4,2,20,22,82,2.44,1,1,20.99,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Thomas Hickey,20152016,62,1075.0,6,12,18,55,10.91,0,0,28.46,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Thomas Vanek,20132014,78,1503.35,27,41,68,248,10.89,20,26,296.8,7.0,10.0,17.0,65.0,"L,R",14.9,168.7,5%
Thomas Vanek,20142015,80,1293.59,21,31,52,171,12.28,10,10,241.03,5.0,11.0,16.0,52.0,"L,R",14.9,168.7,5%
Thomas Vanek,20152016,74,1149.05,18,23,41,146,12.33,12,26,190.53,6.0,8.0,14.0,35.0,"L,R",14.9,168.7,5%
Tim Erixon,20142015,42,638.34,2,5,7,36,5.56,0,0,89.24,1.0,4.0,5.0,8.0,D,23.4,182.0,0
Tim Gleason,20132014,56,931.32,1,5,6,43,2.33,0,0,9.54,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Tim Gleason,20142015,72,1174.15,1,8,9,54,1.85,0,0,5.39,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Tim Jackman,20132014,36,255.64,4,1,5,46,8.7,2,1,3.33,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Tim Jackman,20142015,55,459.94,5,2,7,55,9.09,10,4,3.19,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Tim Kennedy,20132014,37,435.1,2,6,8,42,4.76,18,31,3.08,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Tim Schaller,20142015,18,203.92,1,1,2,19,5.26,74,112,2.59,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Tim Schaller,20152016,17,141.54,1,2,3,18,5.56,40,73,0.99,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Tim Sestito,20132014,16,145.47,0,3,3,13,0.0,20,27,0.4,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Tim Sestito,20142015,15,148.29,0,2,2,10,0.0,48,58,1.15,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Tj Brennan,20142015,6,99.94,0,1,1,11,0.0,0,0,21.42,0.0,1.0,1.0,5.0,D,23.4,182.0,0
Tj Brennan,20152016,7,105.16,1,0,1,11,9.09,0,0,1.33,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Tj Brodie,20132014,81,1947.17,4,27,31,104,3.85,0,0,160.49,1.0,6.0,7.0,19.0,D,23.4,182.0,0
Tj Brodie,20142015,81,2037.81,11,30,41,133,8.27,0,0,198.31,3.0,5.0,8.0,23.0,D,23.4,182.0,0
Tj Brodie,20152016,70,1759.23,6,39,45,79,7.59,0,0,178.89,2.0,7.0,9.0,8.0,D,23.4,182.0,0
Tj Galiardi,20132014,62,906.97,4,13,17,100,4.0,62,93,21.4,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Tj Galiardi,20142015,38,396.65,1,0,1,35,2.86,2,9,7.54,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Tobias Enstrom,20132014,82,1946.43,10,20,30,106,9.43,1,0,264.58000000000004,4.0,8.0,12.0,27.0,D,23.4,182.0,0
Tobias Enstrom,20142015,60,1401.73,4,19,23,58,6.9,0,0,181.04,1.0,6.0,7.0,14.0,D,23.4,182.0,0
Tobias Enstrom,20152016,72,1495.51,2,14,16,50,4.0,0,0,108.76,0.0,1.0,1.0,5.0,D,23.4,182.0,0
Tobias Lindberg,20152016,6,94.97,0,2,2,12,0.0,0,3,10.22,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Tobias Rieder,20142015,72,1212.54,13,8,21,189,6.88,1,4,103.43,0.0,2.0,2.0,7.0,C,23.4,182.0,0
Tobias Rieder,20152016,82,1413.46,14,23,37,189,7.41,10,19,194.02999999999997,2.0,6.0,8.0,20.0,C,23.4,182.0,0
Todd Bertuzzi,20132014,59,859.75,9,7,16,100,9.0,9,9,162.83,6.0,1.0,7.0,33.0,R,23.4,182.0,0
Tom Gilbert,20132014,73,1550.91,3,25,28,91,3.3,0,0,169.57999999999998,2.0,4.0,6.0,21.0,D,23.4,182.0,0
Tom Gilbert,20142015,72,1392.45,4,8,12,70,5.71,0,0,71.38,0.0,0.0,0.0,8.0,D,23.4,182.0,0
Tom Gilbert,20152016,45,757.5,1,1,2,36,2.78,0,0,12.24,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Tom Kuhnhackl,20152016,42,512.49,5,10,15,52,9.62,0,3,6.02,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Tom Pyatt,20132014,27,309.25,3,4,7,27,11.11,101,92,6.1,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Tom Sestito,20132014,77,497.47,5,4,9,31,16.13,3,8,9.86,1.0,0.0,1.0,2.0,L,23.4,182.0,0
Tom Wilson,20132014,82,649.88,3,7,10,63,4.76,0,3,14.55,1.0,0.0,1.0,1.0,R,23.4,182.0,0
Tom Wilson,20142015,67,732.17,4,13,17,79,5.06,2,9,6.11,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Tom Wilson,20152016,82,1056.92,7,16,23,99,7.07,8,6,19.23,0.0,1.0,1.0,1.0,R,23.4,182.0,0
Tomas Fleischmann,20132014,80,1366.95,8,20,28,188,4.26,5,13,207.64999999999998,1.0,5.0,6.0,48.0,R,23.4,182.0,0
Tomas Fleischmann,20142015,66,969.85,8,19,27,131,6.11,4,10,80.76,0.0,1.0,1.0,13.0,R,23.4,182.0,0
Tomas Fleischmann,20152016,76,1154.83,14,11,25,123,11.38,24,18,53.09,0.0,1.0,1.0,6.0,R,23.4,182.0,0
Tomas Hertl,20132014,37,566.16,15,10,25,98,15.31,29,22,81.34,3.0,0.0,3.0,17.0,C,16.0,156.5,86%
Tomas Hertl,20142015,82,1191.0,13,18,31,145,8.97,38,45,138.41,3.0,2.0,5.0,16.0,C,16.0,156.5,86%
Tomas Hertl,20152016,81,1293.69,21,25,46,202,10.4,256,201,145.0,3.0,4.0,7.0,21.0,C,16.0,156.5,86%
Tomas Jurco,20132014,36,484.82,8,7,15,77,10.39,0,0,72.64,2.0,1.0,3.0,10.0,R,23.4,182.0,0
Tomas Jurco,20142015,63,724.26,3,15,18,92,3.26,0,2,82.03,1.0,1.0,2.0,12.0,R,23.4,182.0,0
Tomas Jurco,20152016,44,404.48,4,2,6,43,9.3,1,0,24.45,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Tomas Kopecky,20132014,49,777.8,4,8,12,95,4.21,8,21,77.41000000000001,0.0,0.0,0.0,8.0,R,23.4,182.0,0
Tomas Kopecky,20142015,64,824.41,2,6,8,106,1.89,3,1,15.37,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Tomas Nosek,20152016,6,60.8,0,0,0,2,0.0,4,4,1.01,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Tomas Plekanec,20132014,81,1601.33,20,23,43,199,10.05,822,891,173.03,3.0,7.0,10.0,18.0,C,14.6,161.4,6%
Tomas Plekanec,20142015,82,1569.76,26,34,60,248,10.48,777,780,188.20000000000002,7.0,8.0,15.0,38.0,C,14.6,161.4,6%
Tomas Plekanec,20152016,82,1518.52,14,40,54,189,7.41,804,811,220.14999999999998,1.0,11.0,12.0,39.0,C,14.6,161.4,6%
Tomas Tatar,20132014,73,1044.29,19,20,39,158,12.03,26,26,172.55,2.0,4.0,6.0,30.0,L,15.4,169.6,18%
Tomas Tatar,20142015,82,1329.71,29,27,56,211,13.74,6,6,209.98,8.0,10.0,18.0,52.0,L,15.4,169.6,18%
Tomas Tatar,20152016,81,1160.72,21,24,45,166,12.65,6,18,194.9,6.0,6.0,12.0,28.0,L,15.4,169.6,18%
Tommy Wingels,20132014,77,1238.02,16,22,38,163,9.82,20,36,105.57,0.0,5.0,5.0,13.0,C,23.4,182.0,0
Tommy Wingels,20142015,75,1232.94,15,21,36,158,9.49,70,84,121.8,3.0,5.0,8.0,22.0,C,23.4,182.0,0
Tommy Wingels,20152016,68,926.16,7,11,18,111,6.31,38,55,57.36,1.0,2.0,3.0,11.0,C,23.4,182.0,0
Torey Krug,20132014,79,1380.85,14,26,40,183,7.65,1,1,200.56,6.0,13.0,19.0,56.0,D,8.2,77.3,100%
Torey Krug,20142015,78,1520.32,12,27,39,205,5.85,0,0,201.12,2.0,12.0,14.0,60.0,D,8.2,77.3,100%
Torey Krug,20152016,81,1746.76,4,40,44,244,1.64,2,0,258.54,1.0,19.0,20.0,68.0,D,8.2,77.3,100%
Torrey Mitchell,20132014,67,728.52,2,8,10,56,3.57,12,19,11.51,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Torrey Mitchell,20142015,65,922.05,6,8,14,55,10.91,399,415,13.82,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Torrey Mitchell,20152016,71,899.12,11,8,19,69,15.94,370,347,16.18,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Travis Hamonic,20132014,69,1718.04,3,15,18,134,2.24,0,0,105.17999999999999,2.0,1.0,3.0,21.0,D,23.4,182.0,0
Travis Hamonic,20142015,71,1540.42,5,28,33,132,3.79,0,0,91.53,1.0,6.0,7.0,19.0,D,23.4,182.0,0
Travis Hamonic,20152016,72,1712.68,5,16,21,147,3.4,0,0,73.66,0.0,0.0,0.0,9.0,D,23.4,182.0,0
Travis Moen,20132014,65,748.78,2,10,12,56,3.57,7,1,12.43,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Travis Moen,20142015,44,412.78,3,6,9,34,8.82,0,4,2.79,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Travis Moen,20152016,23,188.45,0,2,2,12,0.0,4,1,2.69,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Travis Morin,20142015,6,72.56,0,0,0,10,0.0,28,32,8.13,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Travis Zajac,20132014,80,1622.75,18,30,48,166,10.84,761,633,205.62,3.0,11.0,14.0,25.0,C,23.4,182.0,0
Travis Zajac,20142015,74,1408.01,11,14,25,112,9.82,641,559,151.19,3.0,3.0,6.0,24.0,C,23.4,182.0,0
Travis Zajac,20152016,74,1468.59,14,28,42,111,12.61,715,672,187.57999999999998,6.0,9.0,15.0,18.0,C,23.4,182.0,0
Trevor Daley,20132014,67,1416.89,9,16,25,107,8.41,0,0,88.07000000000001,0.0,2.0,2.0,9.0,D,15.0,163.4,8%
Trevor Daley,20142015,68,1537.62,16,22,38,113,14.16,0,0,191.42,6.0,6.0,12.0,32.0,D,15.0,163.4,8%
Trevor Daley,20152016,82,1508.04,6,22,28,130,4.62,0,1,160.39000000000001,1.0,7.0,8.0,15.0,D,15.0,163.4,8%
Trevor Lewis,20132014,73,966.13,6,5,11,111,5.41,127,135,35.34,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Trevor Lewis,20142015,73,1027.84,9,16,25,143,6.29,76,101,31.93,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Trevor Lewis,20152016,75,1090.94,8,8,16,167,4.79,103,154,38.45,0.0,1.0,1.0,8.0,C,23.4,182.0,0
Trevor Smith,20132014,28,290.22,4,5,9,24,16.67,115,143,13.28,0.0,1.0,1.0,0.0,C,23.4,182.0,0
Trevor Smith,20142015,54,597.41,2,3,5,46,4.35,293,268,9.57,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Trevor Van Riemsdyk,20142015,18,242.84,0,1,1,21,0.0,0,0,3.47,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Trevor Van Riemsdyk,20152016,82,1636.01,3,11,14,85,3.53,0,0,56.74,0.0,2.0,2.0,10.0,D,23.4,182.0,0
Troy Bodie,20132014,47,413.14,3,7,10,50,6.0,2,5,3.61,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Troy Brouwer,20132014,82,1539.88,25,18,43,161,15.53,223,213,268.65,12.0,9.0,21.0,54.0,R,17.5,172.2,2%
